week	category	weekly_rank	show_title	season_title	weekly_hours_viewed	cumulative_weeks_in_top_10
2022-07-24	Films (English)	2	The Sea Beast	N/A	34140000	3
2022-07-24	Films (English)	3	Persuasion	N/A	29040000	2
2022-07-24	Films (English)	4	Clean	N/A	11290000	1
2022-07-24	Films (English)	5	Daughter of the Wolf	N/A	11080000	1
2022-07-24	Films (English)	6	Sing 2	N/A	10150000	5
2022-07-24	Films (English)	7	The Man from Toronto	N/A	8790000	5
2022-07-24	Films (English)	8	Girl in the Picture	N/A	7360000	3
2022-07-24	Films (English)	9	CHIPS	N/A	5080000	2
2022-07-24	Films (English)	10	12 Strong	N/A	4610000	2
2022-07-24	Films (Non-English)	1	Too Old for Fairy Tales	N/A	10880000	1
2022-07-24	Films (Non-English)	2	Live is Life	N/A	7170000	1
2022-07-24	Films (Non-English)	3	Incantation	N/A	5750000	3
2022-07-24	Films (Non-English)	4	Valley of the Dead	N/A	5320000	2
2022-07-24	Films (Non-English)	5	Dangerous Liaisons	N/A	4760000	3
2022-07-24	Films (Non-English)	6	Jaadugar	N/A	4120000	2
2022-07-24	Films (Non-English)	7	Under the Amalfi Sun	N/A	3630000	2
2022-07-24	Films (Non-English)	8	My Daughter’s Killer	N/A	2820000	2
2022-07-24	Films (Non-English)	9	RRR (Hindi)	N/A	2460000	10
2022-07-24	Films (Non-English)	10	Vaashi (Malayalam)	N/A	2400000	1
2022-07-24	TV (English)	1	Virgin River	Virgin River: Season 4	105440000	1
2022-07-24	TV (English)	2	Stranger Things	Stranger Things 4	74990000	9
2022-07-24	TV (English)	3	Resident Evil	Resident Evil: Season 1	73260000	2
2022-07-24	TV (English)	4	Manifest	Manifest: Season 1	53240000	12
2022-07-24	TV (English)	5	Stranger Things	Stranger Things 3	26680000	9
2022-07-24	TV (English)	6	Stranger Things	Stranger Things 2	25620000	9
2022-07-24	TV (English)	7	Manifest	Manifest: Season 2	25400000	4
2022-07-24	TV (English)	8	Stranger Things	N/A	23220000	10
2022-07-24	TV (English)	9	Kung Fu Panda: The Dragon Knight	Kung Fu Panda: The Dragon Knight: Season 1	21020000	2
2022-07-24	TV (English)	10	The Umbrella Academy	The Umbrella Academy: Season 3	18250000	5
2022-07-24	TV (Non-English)	1	Alba	Alba: Season 1	57740000	2
2022-07-24	TV (Non-English)	2	Extraordinary Attorney Woo	Extraordinary Attorney Woo: Season 1	55070000	3
2022-07-24	TV (Non-English)	3	Remarriage & Desires	Remarriage & Desires: Season 1	31510000	2
2022-07-24	TV (Non-English)	4	Pasión de Gavilanes	Pasión de Gavilanes: Season 2	16110000	1
2022-07-24	TV (Non-English)	5	Alchemy of Souls	Alchemy of Souls: Season 1	15760000	4
2022-07-24	TV (Non-English)	6	Backstreet Rookie	N/A	10130000	1
2022-07-24	TV (Non-English)	7	Café con aroma de mujer	Café con aroma de mujer: Season 1	9920000	23
2022-07-24	TV (Non-English)	8	Sintonia	Sintonia: Season 3	9240000	2
2022-07-24	TV (Non-English)	9	The Longest Night	The Longest Night: Season 1	8440000	3
2022-07-24	TV (Non-English)	10	Oh My Venus	Oh My Venus: Season 1	7060000	1
2022-07-17	Films (English)	1	The Sea Beast	N/A	68110000	2
2022-07-17	Films (English)	2	Persuasion	N/A	28720000	1
2022-07-17	Films (English)	3	Girl in the Picture	N/A	23590000	2
2022-07-17	Films (English)	4	The Man from Toronto	N/A	13500000	4
2022-07-17	Films (English)	5	Sing 2	N/A	12220000	4
2022-07-17	Films (English)	6	12 Strong	N/A	11810000	1
2022-07-17	Films (English)	7	Spider-Man: No Way Home	N/A	8080000	1
2022-07-17	Films (English)	8	CHIPS	N/A	7480000	1
2022-07-17	Films (English)	9	Hustle	N/A	6450000	6
2022-07-17	Films (English)	10	Hello, Goodbye, and Everything in Between	N/A	6170000	2
2022-07-17	Films (Non-English)	1	Valley of the Dead	N/A	17840000	1
2022-07-17	Films (Non-English)	2	Dangerous Liaisons	N/A	16230000	2
2022-07-17	Films (Non-English)	3	Incantation	N/A	10850000	2
2022-07-17	Films (Non-English)	4	Under the Amalfi Sun	N/A	6470000	1
2022-07-17	Films (Non-English)	5	My Daughter’s Killer	N/A	6420000	1
2022-07-17	Films (Non-English)	6	Ante Sundaraniki	N/A	3270000	1
2022-07-17	Films (Non-English)	7	Jaadugar	N/A	3250000	1
2022-07-17	Films (Non-English)	8	Mirreyes vs Godinez	N/A	2720000	1
2022-07-17	Films (Non-English)	9	RRR (Hindi)	N/A	2520000	9
2022-07-17	Films (Non-English)	10	Major (Hindi)	N/A	2170000	2
2022-07-17	TV (English)	1	Stranger Things	Stranger Things 4	102330000	8
2022-07-17	TV (English)	2	Resident Evil	Resident Evil: Season 1	72670000	1
2022-07-17	TV (English)	3	Manifest	Manifest: Season 1	38200000	11
2022-07-17	TV (English)	4	Stranger Things	Stranger Things 2	33790000	8
2022-07-17	TV (English)	5	Stranger Things	Stranger Things 3	33050000	8
2022-07-17	TV (English)	6	Stranger Things	N/A	31540000	9
2022-07-17	TV (English)	7	The Umbrella Academy	The Umbrella Academy: Season 3	27250000	4
2022-07-17	TV (English)	8	Kung Fu Panda: The Dragon Knight	Kung Fu Panda: The Dragon Knight: Season 1	21180000	1
2022-07-17	TV (English)	9	Boo, Bitch	Boo, Bitch: Limited Series	20610000	1
2022-07-17	TV (English)	10	Alone	Alone: Season 8	15590000	2
2022-07-17	TV (Non-English)	1	Extraordinary Attorney Woo	Extraordinary Attorney Woo: Season 1	45580000	2
2022-07-17	TV (Non-English)	2	The Longest Night	The Longest Night: Season 1	24200000	2
2022-07-17	TV (Non-English)	3	Sintonia	Sintonia: Season 3	23020000	1
2022-07-17	TV (Non-English)	4	Alba	Alba: Season 1	19920000	1
2022-07-17	TV (Non-English)	5	Alchemy of Souls	Alchemy of Souls: Season 1	14640000	3
2022-07-17	TV (Non-English)	6	Control Z	Control Z: Season 3	13090000	2
2022-07-17	TV (Non-English)	7	Café con aroma de mujer	Café con aroma de mujer: Season 1	11210000	22
2022-07-17	TV (Non-English)	8	Remarriage & Desires	Remarriage & Desires: Season 1	11170000	1
2022-07-17	TV (Non-English)	9	She Would Never Know	N/A	10420000	1
2022-07-17	TV (Non-English)	10	Capitani	Capitani: Season 2	9480000	1
2022-07-10	Films (English)	1	The Sea Beast	N/A	33520000	1
2022-07-10	Films (English)	2	Girl in the Picture	N/A	28380000	1
2022-07-10	Films (English)	3	The Man from Toronto	N/A	24380000	3
2022-07-10	Films (English)	4	Sing 2	N/A	16580000	3
2022-07-10	Films (English)	5	American Assassin	N/A	13360000	1
2022-07-10	Films (English)	6	Grand Isle	N/A	11460000	1
2022-07-10	Films (English)	7	Hello, Goodbye, and Everything in Between	N/A	10260000	1
2022-07-10	Films (English)	8	Hustle	N/A	9400000	5
2022-07-10	Films (English)	9	Mean Girls	N/A	8110000	1
2022-07-10	Films (English)	10	The Dark Knight Rises	N/A	7750000	1
2022-07-10	Films (Non-English)	1	Dangerous Liaisons	N/A	11010000	1
2022-07-10	Films (Non-English)	2	Major (Hindi)	N/A	5990000	1
2022-07-10	Films (Non-English)	3	Tadeo Jones 2: El secreto del Rey Midas	N/A	4300000	2
2022-07-10	Films (Non-English)	4	Incantation	N/A	3240000	1
2022-07-10	Films (Non-English)	5	RRR (Hindi)	N/A	2850000	8
2022-07-10	Films (Non-English)	6	Leon's Heart	N/A	2300000	2
2022-07-10	Films (Non-English)	7	Blasted	N/A	2170000	2
2022-07-10	Films (Non-English)	8	Major (Telugu)	N/A	2000000	1
2022-07-10	Films (Non-English)	9	Operation Romeo	N/A	1940000	1
2022-07-10	Films (Non-English)	10	Bhool Bhulaiyaa 2	N/A	1850000	4
2022-07-10	TV (English)	1	Stranger Things	Stranger Things 4	188190000	7
2022-07-10	TV (English)	2	Stranger Things	N/A	45220000	8
2022-07-10	TV (English)	3	The Umbrella Academy	The Umbrella Academy: Season 3	43840000	3
2022-07-10	TV (English)	4	Stranger Things	Stranger Things 2	41110000	7
2022-07-10	TV (English)	5	Stranger Things	Stranger Things 3	36590000	7
2022-07-10	TV (English)	6	Manifest	Manifest: Season 1	28360000	10
2022-07-10	TV (English)	7	The Umbrella Academy	The Umbrella Academy: Season 1	18180000	3
2022-07-10	TV (English)	8	The Umbrella Academy	The Umbrella Academy: Season 2	14230000	2
2022-07-10	TV (English)	9	Peaky Blinders	Peaky Blinders: Season 6	13060000	5
2022-07-10	TV (English)	10	Alone	Alone: Season 8	11440000	1
2022-07-10	TV (Non-English)	1	Extraordinary Attorney Woo	Extraordinary Attorney Woo: Season 1	23950000	1
2022-07-10	TV (Non-English)	2	Control Z	Control Z: Season 3	18080000	1
2022-07-10	TV (Non-English)	3	Money Heist: Korea - Joint Economic Area	Money Heist: Korea - Joint Economic Area: Season 1	15630000	3
2022-07-10	TV (Non-English)	4	The Longest Night	The Longest Night: Season 1	12720000	1
2022-07-10	TV (Non-English)	5	Alchemy of Souls	Alchemy of Souls: Season 1	12310000	2
2022-07-10	TV (Non-English)	6	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	12190000	30
