week	category	weekly_rank	show_title	season_title	weekly_hours_viewed	cumulative_weeks_in_top_10
2022-07-03	Films (Non-English)	8	Leon's Heart	N/A	2300000	1
2022-07-03	Films (Non-English)	9	Tadeo Jones 2: El secreto del Rey Midas	N/A	1980000	1
2022-07-03	Films (Non-English)	10	Grudge	N/A	1880000	5
2022-07-03	TV (English)	1	Stranger Things	Stranger Things 4	301280000	6
2022-07-03	TV (English)	2	The Umbrella Academy	The Umbrella Academy: Season 3	87980000	2
2022-07-03	TV (English)	3	Stranger Things	N/A	34470000	7
2022-07-03	TV (English)	4	The Umbrella Academy	The Umbrella Academy: Season 1	32840000	2
2022-07-03	TV (English)	5	Stranger Things	Stranger Things 3	30280000	6
2022-07-03	TV (English)	6	Stranger Things	Stranger Things 2	30260000	6
2022-07-03	TV (English)	7	Man Vs Bee	Man Vs Bee: Season 1	25400000	2
2022-07-03	TV (English)	8	The Umbrella Academy	The Umbrella Academy: Season 2	20300000	1
2022-07-03	TV (English)	9	Peaky Blinders	Peaky Blinders: Season 6	18440000	4
2022-07-03	TV (English)	10	Snowflake Mountain	Snowflake Mountain: Season 1	15020000	1
2022-07-03	TV (Non-English)	1	Money Heist: Korea - Joint Economic Area	Money Heist: Korea - Joint Economic Area: Season 1	49000000	2
2022-07-03	TV (Non-English)	2	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11880000	29
2022-07-03	TV (Non-English)	3	Café con aroma de mujer	Café con aroma de mujer: Season 1	11570000	20
2022-07-03	TV (Non-English)	4	Intimacy	Intimacy: Season 1	10800000	4
2022-07-03	TV (Non-English)	5	Alchemy of Souls	Alchemy of Souls: Season 1	9920000	1
2022-07-03	TV (Non-English)	6	Ghost Doctor	N/A	9870000	1
2022-07-03	TV (Non-English)	7	Malverde, el santo patrón	Malverde, el santo patrón: Season 1	9630000	4
2022-07-03	TV (Non-English)	8	BASTARD‼ -Heavy Metal, Dark Fantasy-	BASTARD‼ -Heavy Metal, Dark Fantasy-: Season 1	8960000	1
2022-07-03	TV (Non-English)	9	Money Heist	Money Heist: Part 1	8570000	8
2022-07-03	TV (Non-English)	10	Queen	Queen: Season 1	7400000	1
2022-06-26	Films (English)	1	The Man from Toronto	N/A	53890000	1
2022-06-26	Films (English)	2	Spiderhead	N/A	38300000	2
2022-06-26	Films (English)	3	Hustle	N/A	26050000	3
2022-06-26	Films (English)	4	Love & Gelato	N/A	25790000	1
2022-06-26	Films (English)	5	Sing 2	N/A	24270000	1
2022-06-26	Films (English)	6	Chickenhare and the Hamster of Darkness	N/A	10960000	3
2022-06-26	Films (English)	7	Collision	N/A	8450000	2
2022-06-26	Films (English)	8	The Mist	N/A	8400000	1
2022-06-26	Films (English)	9	Halftime	N/A	8370000	2
2022-06-26	Films (English)	10	It	N/A	8350000	1
2022-06-26	Films (Non-English)	1	Bhool Bhulaiyaa 2	N/A	12290000	2
2022-06-26	Films (Non-English)	2	Heart Parade	N/A	9100000	2
2022-06-26	Films (Non-English)	3	The Wrath of God	N/A	8450000	2
2022-06-26	Films (Non-English)	4	Centauro	N/A	6510000	2
2022-06-26	Films (Non-English)	5	Doom of Love	N/A	5920000	1
2022-06-26	Films (Non-English)	6	Loca por el trabajo	N/A	3570000	2
2022-06-26	Films (Non-English)	7	RRR (Hindi)	N/A	2920000	6
2022-06-26	Films (Non-English)	8	CBI 5: The Brain	N/A	1770000	3
2022-06-26	Films (Non-English)	9	In Our Prime	N/A	1730000	1
2022-06-26	Films (Non-English)	10	Through My Window	N/A	1500000	13
2022-06-26	TV (English)	1	The Umbrella Academy	The Umbrella Academy: Season 3	124530000	1
2022-06-26	TV (English)	2	Stranger Things	Stranger Things 4	76910000	5
2022-06-26	TV (English)	3	Stranger Things	Stranger Things 3	32230000	5
2022-06-26	TV (English)	4	Stranger Things	Stranger Things 2	31190000	5
2022-06-26	TV (English)	5	Peaky Blinders	Peaky Blinders: Season 6	30350000	3
2022-06-26	TV (English)	6	Stranger Things	N/A	29210000	6
2022-06-26	TV (English)	7	The Umbrella Academy	The Umbrella Academy: Season 1	27230000	1
2022-06-26	TV (English)	8	You Don't Know Me	You Don't Know Me: Season 1	21910000	1
2022-06-26	TV (English)	9	First Kill	First Kill: Season 1	18550000	3
2022-06-26	TV (English)	10	Man Vs Bee	Man Vs Bee: Season 1	18210000	1
2022-06-26	TV (Non-English)	1	Money Heist: Korea - Joint Economic Area	Money Heist: Korea - Joint Economic Area: Season 1	33740000	1
2022-06-26	TV (Non-English)	2	Intimacy	Intimacy: Season 1	16560000	3
2022-06-26	TV (Non-English)	3	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	12570000	28
2022-06-26	TV (Non-English)	4	Malverde, el santo patrón	Malverde, el santo patrón: Season 1	11590000	3
2022-06-26	TV (Non-English)	5	Café con aroma de mujer	Café con aroma de mujer: Season 1	10820000	19
2022-06-26	TV (Non-English)	6	The War Next-door	The War Next-door: Season 2	10150000	2
2022-06-26	TV (Non-English)	7	She	She: Season 2	9490000	1
2022-06-26	TV (Non-English)	8	Our Blues	Our Blues: Season 1	9250000	9
2022-06-26	TV (Non-English)	9	SPRIGGAN	SPRIGGAN: Season 1	9120000	1
2022-06-26	TV (Non-English)	10	Maldivas	Maldivas: Season 1	8460000	2
2022-06-19	Films (English)	1	Hustle	N/A	57190000	2
2022-06-19	Films (English)	2	Spiderhead	N/A	35400000	1
2022-06-19	Films (English)	3	Chickenhare and the Hamster of Darkness	N/A	23750000	2
2022-06-19	Films (English)	4	Halftime	N/A	18880000	1
2022-06-19	Films (English)	5	Interceptor	N/A	13110000	3
2022-06-19	Films (English)	6	Collision	N/A	12960000	1
2022-06-19	Films (English)	7	Trees of Peace	N/A	9380000	1
2022-06-19	Films (English)	8	Sonic the Hedgehog	N/A	4570000	8
2022-06-19	Films (English)	9	A Perfect Pairing	N/A	4440000	5
2022-06-19	Films (English)	10	Senior Year	N/A	4200000	6
2022-06-19	Films (Non-English)	1	The Wrath of God	N/A	17230000	1
2022-06-19	Films (Non-English)	2	Centauro	N/A	13870000	1
2022-06-19	Films (Non-English)	3	Heart Parade	N/A	12400000	1
2022-06-19	Films (Non-English)	4	CBI 5: The Brain	N/A	6090000	2
2022-06-19	Films (Non-English)	5	Bhool Bhulaiyaa 2	N/A	4120000	1
2022-06-19	Films (Non-English)	6	Loca por el trabajo	N/A	3970000	1
2022-06-19	Films (Non-English)	7	RRR (Hindi)	N/A	3150000	5
2022-06-19	Films (Non-English)	8	Don	N/A	2740000	2
2022-06-19	Films (Non-English)	9	Ben & Jody	N/A	1950000	1
2022-06-19	Films (Non-English)	10	Belzebuth	N/A	1860000	2
2022-06-19	TV (English)	1	Stranger Things	Stranger Things 4	102260000	4
2022-06-19	TV (English)	2	Peaky Blinders	Peaky Blinders: Season 6	61360000	2
2022-06-19	TV (English)	3	First Kill	First Kill: Season 1	48770000	2
2022-06-19	TV (English)	4	Stranger Things	Stranger Things 3	38900000	4
2022-06-19	TV (English)	5	Stranger Things	Stranger Things 2	38660000	4
2022-06-19	TV (English)	6	Stranger Things	N/A	35880000	5
2022-06-19	TV (English)	7	Keep Sweet: Pray and Obey	Keep Sweet: Pray and Obey: Limited Series	27640000	2
2022-06-19	TV (English)	8	God's Favorite Idiot	God's Favorite Idiot: Season 1	22480000	1
2022-06-19	TV (English)	9	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	17550000	6
2022-06-19	TV (English)	10	Peaky Blinders	Peaky Blinders: Season 1	16420000	1
2022-06-19	TV (Non-English)	1	Intimacy	Intimacy: Season 1	30210000	2
2022-06-19	TV (Non-English)	2	Our Blues	Our Blues: Season 1	15000000	8
2022-06-19	TV (Non-English)	3	Malverde, el santo patrón	Malverde, el santo patrón: Season 1	12470000	2
2022-06-19	TV (Non-English)	4	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	11480000	27
2022-06-19	TV (Non-English)	5	Maldivas	Maldivas: Season 1	11300000	1
2022-06-19	TV (Non-English)	6	Café con aroma de mujer	Café con aroma de mujer: Season 1	9760000	18
2022-06-19	TV (Non-English)	7	Wrong Side of the Tracks	Wrong Side of the Tracks: Season 1	9680000	5
2022-06-19	TV (Non-English)	8	The War Next-door	The War Next-door: Season 2	7710000	1
2022-06-19	TV (Non-English)	9	As the Crow Flies	As the Crow Flies: Season 1	7640000	2
2022-06-19	TV (Non-English)	10	Squid Game	Squid Game: Season 1	7480000	20
2022-06-12	Films (English)	1	Hustle	N/A	84580000	1
2022-06-12	Films (English)	2	Interceptor	N/A	40700000	2
2022-06-12	Films (English)	3	Chickenhare and the Hamster of Darkness	N/A	9820000	1
2022-06-12	Films (English)	4	The Amazing Spider-Man	N/A	8440000	2
2022-06-12	Films (English)	5	Senior Year	N/A	7220000	5
2022-06-12	Films (English)	6	A Perfect Pairing	N/A	7130000	4
2022-06-12	Films (English)	7	Mission: Impossible - Ghost Protocol	N/A	6550000	1
2022-06-12	Films (English)	8	Rambo: Last Blood	N/A	6530000	1
2022-06-12	Films (English)	9	Deep Impact	N/A	6260000	1
2022-06-12	Films (English)	10	Sonic the Hedgehog	N/A	5510000	7
2022-06-12	Films (Non-English)	1	RRR (Hindi)	N/A	5230000	4
2022-06-12	Films (Non-English)	2	El paseo 6	N/A	5000000	1
2022-06-12	Films (Non-English)	3	Don	N/A	3640000	1
2022-06-12	Films (Non-English)	4	Toscana	N/A	2720000	4
2022-06-12	Films (Non-English)	5	The Takedown	N/A	2230000	6
2022-06-12	Films (Non-English)	6	Belzebuth	N/A	2060000	1
2022-06-12	Films (Non-English)	7	F*ck Love Too	N/A	2010000	4
2022-06-12	Films (Non-English)	8	The Perfect Family	N/A	1870000	5
2022-06-12	Films (Non-English)	9	Gladbeck: The Hostage Crisis	N/A	1830000	1
2022-06-12	Films (Non-English)	10	CBI 5: The Brain	N/A	1710000	1
2022-06-12	TV (English)	1	Stranger Things	Stranger Things 4	159240000	3
2022-06-12	TV (English)	2	Stranger Things	Stranger Things 2	51420000	3
2022-06-12	TV (English)	3	Stranger Things	N/A	50290000	4
2022-06-12	TV (English)	4	Stranger Things	Stranger Things 3	47600000	3
2022-06-12	TV (English)	5	Peaky Blinders	Peaky Blinders: Season 6	45710000	1
2022-06-12	TV (English)	6	Keep Sweet: Pray and Obey	Keep Sweet: Pray and Obey: Limited Series	31140000	1
2022-06-12	TV (English)	7	First Kill	First Kill: Season 1	30340000	1
2022-06-12	TV (English)	8	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	27190000	5
2022-06-12	TV (English)	9	All American	All American: Season 4	26690000	2
2022-06-12	TV (English)	10	Surviving Summer	Surviving Summer: Season 1	20300000	1
2022-06-12	TV (Non-English)	1	Wrong Side of the Tracks	Wrong Side of the Tracks: Season 1	19400000	4
2022-06-12	TV (Non-English)	2	As the Crow Flies	As the Crow Flies: Season 1	18310000	1
2022-06-12	TV (Non-English)	3	The Perfect Mother	The Perfect Mother: Season 1	16150000	2
2022-06-12	TV (Non-English)	4	Intimacy	Intimacy: Season 1	15900000	1
2022-06-12	TV (Non-English)	5	Our Blues	Our Blues: Season 1	14910000	7
2022-06-12	TV (Non-English)	6	Malverde, el santo patrón	Malverde, el santo patrón: Season 1	12370000	1
2022-06-12	TV (Non-English)	7	Two Summers	Two Summers: Season 1	12210000	1
2022-06-12	TV (Non-English)	8	My Liberation Notes	My Liberation Notes: Season 1	10050000	4
2022-06-12	TV (Non-English)	9	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	9680000	26
2022-06-12	TV (Non-English)	10	Who Killed Sara?	Who Killed Sara?: Season 3	9030000	4
2022-06-05	Films (English)	1	Interceptor	N/A	35600000	1
2022-06-05	Films (English)	2	A Perfect Pairing	N/A	14410000	3
2022-06-05	Films (English)	3	The Amazing Spider-Man	N/A	13500000	1
2022-06-05	Films (English)	4	Senior Year	N/A	13260000	4
2022-06-05	Films (English)	5	Memoirs of a Geisha	N/A	10200000	1
2022-06-05	Films (English)	6	The Outpost	N/A	10120000	1
2022-06-05	Films (English)	7	Disappearance at Clifton Hill	N/A	8670000	1
2022-06-05	Films (English)	8	Sonic the Hedgehog	N/A	6500000	6
2022-06-05	Films (English)	9	Jack Reacher	N/A	5370000	1
2022-06-05	Films (English)	10	Jackass 4.5	N/A	4820000	3
2022-06-05	Films (Non-English)	1	RRR (Hindi)	N/A	13940000	3
2022-06-05	Films (Non-English)	2	Toscana	N/A	5540000	3
2022-06-05	Films (Non-English)	3	F*ck Love Too	N/A	4780000	3
2022-06-05	Films (Non-English)	4	The Takedown	N/A	3670000	5
2022-06-05	Films (Non-English)	5	The Perfect Family	N/A	3040000	4
2022-06-05	Films (Non-English)	6	Gangubai Kathiawadi	N/A	2840000	6
2022-06-05	Films (Non-English)	7	Luccas Neto em: O Plano dos Vilões	N/A	2490000	1
2022-06-05	Films (Non-English)	8	Jana Gana Mana	N/A	2230000	1
2022-06-05	Films (Non-English)	9	Jersey	N/A	2110000	3
2022-06-05	Films (Non-English)	10	4 Kings	N/A	1920000	1
2022-06-05	TV (English)	1	Stranger Things	Stranger Things 4	335010000	2
2022-06-05	TV (English)	2	Stranger Things	N/A	75080000	3
2022-06-05	TV (English)	3	Stranger Things	Stranger Things 2	58270000	2
2022-06-05	TV (English)	4	Stranger Things	Stranger Things 3	47420000	2
2022-06-05	TV (English)	5	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	42530000	4
2022-06-05	TV (English)	6	All American	All American: Season 4	30640000	1
2022-06-05	TV (English)	7	Ozark	Ozark: Season 4	16770000	13
2022-06-05	TV (English)	8	The Boss Baby: Back in the Crib	The Boss Baby: Back in the Crib: Season 1	10530000	3
2022-06-05	TV (English)	9	Bridgerton	Bridgerton: Season 2	9990000	11
2022-06-05	TV (English)	10	The Blacklist	The Blacklist: Season 8	8710000	1
2022-06-05	TV (Non-English)	1	Wrong Side of the Tracks	Wrong Side of the Tracks: Season 1	37160000	3
2022-06-05	TV (Non-English)	2	Who Killed Sara?	Who Killed Sara?: Season 3	15570000	3
2022-06-05	TV (Non-English)	3	My Liberation Notes	My Liberation Notes: Season 1	14240000	3
2022-06-05	TV (Non-English)	4	Our Blues	Our Blues: Season 1	12910000	6
2022-06-05	TV (Non-English)	5	The Perfect Mother	The Perfect Mother: Season 1	12090000	1
2022-06-05	TV (Non-English)	6	The Marked Heart	The Marked Heart: Season 1	9870000	7
2022-06-05	TV (Non-English)	7	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	9400000	25
2022-06-05	TV (Non-English)	8	Welcome to Eden	Welcome to Eden: Season 1	9030000	5
2022-06-05	TV (Non-English)	9	SHAMAN KING	SHAMAN KING: Season 1	8770000	2
2022-06-05	TV (Non-English)	10	Business Proposal	Business Proposal: Season 1	8270000	13
2022-05-29	Films (English)	1	A Perfect Pairing	N/A	32630000	2
2022-05-29	Films (English)	2	Senior Year	N/A	24560000	3
2022-05-29	Films (English)	3	Jackass 4.5	N/A	18540000	2
2022-05-29	Films (English)	4	Dangerous	N/A	11740000	2
2022-05-29	Films (English)	5	Sonic the Hedgehog	N/A	8910000	5
2022-05-29	Films (English)	6	Top Gun	N/A	6440000	1
2022-05-29	Films (English)	7	Cleveland Abduction	N/A	6360000	1
2022-05-29	Films (English)	8	Turbo	N/A	5310000	1
2022-05-29	Films (English)	9	Our Father	N/A	5150000	3
2022-05-29	Films (English)	10	Ben Is Back	N/A	4610000	1
2022-05-29	Films (Non-English)	1	RRR (Hindi)	N/A	18360000	2
2022-05-29	Films (Non-English)	2	F*ck Love Too	N/A	15600000	2
2022-05-29	Films (Non-English)	3	Toscana	N/A	14000000	2
2022-05-29	Films (Non-English)	4	The Takedown	N/A	6090000	4
2022-05-29	Films (Non-English)	5	Jersey	N/A	5490000	2
2022-05-29	Films (Non-English)	6	The Perfect Family	N/A	4840000	3
2022-05-29	Films (Non-English)	7	Gangubai Kathiawadi	N/A	4840000	5
2022-05-29	Films (Non-English)	8	Godspeed	N/A	4640000	1
2022-05-29	Films (Non-English)	9	Larva Pendant	N/A	3090000	1
2022-05-29	Films (Non-English)	10	Toolsidas Junior	N/A	2960000	1
2022-05-29	TV (English)	1	Stranger Things	Stranger Things 4	286790000	1
2022-05-29	TV (English)	2	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	64820000	3
2022-05-29	TV (English)	3	Stranger Things	N/A	38050000	2
2022-05-29	TV (English)	4	Stranger Things	Stranger Things 3	24290000	1
2022-05-29	TV (English)	5	Stranger Things	Stranger Things 2	22210000	1
2022-05-29	TV (English)	6	Ozark	Ozark: Season 4	21910000	12
2022-05-29	TV (English)	7	The Boss Baby: Back in the Crib	The Boss Baby: Back in the Crib: Season 1	19890000	2
2022-05-29	TV (English)	8	Love, Death & Robots	Love, Death & Robots: Volume 3	15390000	2
2022-05-29	TV (English)	9	Bridgerton	Bridgerton: Season 2	11340000	10
2022-05-29	TV (English)	10	The Circle	The Circle: Season 4	10260000	3
2022-05-29	TV (Non-English)	1	Wrong Side of the Tracks	Wrong Side of the Tracks: Season 1	61620000	2
2022-05-29	TV (Non-English)	2	Who Killed Sara?	Who Killed Sara?: Season 3	31840000	2
2022-05-29	TV (Non-English)	3	Who Killed Sara?	Who Killed Sara?: Season 1	14600000	2
2022-05-29	TV (Non-English)	4	Welcome to Eden	Welcome to Eden: Season 1	14340000	4
2022-05-29	TV (Non-English)	5	My Liberation Notes	My Liberation Notes: Season 1	13130000	2
2022-05-29	TV (Non-English)	6	The Marked Heart	The Marked Heart: Season 1	12880000	6
2022-05-29	TV (Non-English)	7	Our Blues	Our Blues: Season 1	12720000	5
2022-05-29	TV (Non-English)	8	Who Killed Sara?	Who Killed Sara?: Season 2	11770000	1
2022-05-29	TV (Non-English)	9	Tomorrow	Tomorrow: Season 1	11120000	3
2022-05-29	TV (Non-English)	10	Business Proposal	Business Proposal: Season 1	9990000	12
2022-05-22	Films (English)	1	Senior Year	N/A	62420000	2
2022-05-22	Films (English)	2	A Perfect Pairing	N/A	33000000	1
2022-05-22	Films (English)	3	Dangerous	N/A	18060000	1
2022-05-22	Films (English)	4	Sonic the Hedgehog	N/A	15990000	4
2022-05-22	Films (English)	5	Our Father	N/A	13580000	2
2022-05-22	Films (English)	6	Jackass 4.5	N/A	12080000	1
2022-05-22	Films (English)	7	Marmaduke	N/A	7480000	3
2022-05-22	Films (English)	8	Operation Mincemeat	N/A	6720000	2
2022-05-22	Films (English)	9	365 Days: This Day	N/A	6110000	4
2022-05-22	Films (English)	10	Borrego	N/A	6080000	1
2022-05-22	Films (Non-English)	1	Toscana	N/A	14830000	1
2022-05-22	Films (Non-English)	2	The Perfect Family	N/A	14400000	2
2022-05-22	Films (Non-English)	3	The Takedown	N/A	10820000	3
2022-05-22	Films (Non-English)	4	Gangubai Kathiawadi	N/A	8800000	4
2022-05-22	Films (Non-English)	5	F*ck Love Too	N/A	8380000	1
2022-05-22	Films (Non-English)	6	RRR (Hindi)	N/A	7180000	1
2022-05-22	Films (Non-English)	7	Jersey	N/A	4470000	1
2022-05-22	Films (Non-English)	8	Cyber Hell: Exposing an Internet Horror	N/A	3430000	1
2022-05-22	Films (Non-English)	9	Honeymoon with My Mother	N/A	3000000	4
2022-05-22	Films (Non-English)	10	Raw (Hindi)	N/A	2580000	2
2022-05-22	TV (English)	1	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	108090000	2
2022-05-22	TV (English)	2	Ozark	Ozark: Season 4	31400000	11
2022-05-22	TV (English)	3	The Boss Baby: Back in the Crib	The Boss Baby: Back in the Crib: Season 1	16520000	1
2022-05-22	TV (English)	4	The Circle	The Circle: Season 4	15440000	2
2022-05-22	TV (English)	5	Bling Empire	Bling Empire: Season 2	15230000	2
2022-05-22	TV (English)	6	Love, Death & Robots	Love, Death & Robots: Volume 3	14420000	1
2022-05-22	TV (English)	7	Bridgerton	Bridgerton: Season 2	13660000	9
2022-05-22	TV (English)	8	Workin' Moms	Workin' Moms: Season 6	12740000	2
2022-05-22	TV (English)	9	Savage Beauty	Savage Beauty: Season 1	11390000	2
2022-05-22	TV (English)	10	Stranger Things	N/A	9490000	1
2022-05-22	TV (Non-English)	1	Who Killed Sara?	Who Killed Sara?: Season 3	46590000	1
2022-05-22	TV (Non-English)	2	Welcome to Eden	Welcome to Eden: Season 1	28660000	3
2022-05-22	TV (Non-English)	3	Wrong Side of the Tracks	Wrong Side of the Tracks: Season 1	20200000	1
2022-05-22	TV (Non-English)	4	The Marked Heart	The Marked Heart: Season 1	19220000	5
2022-05-22	TV (Non-English)	5	Who Killed Sara?	Who Killed Sara?: Season 1	14210000	1
2022-05-22	TV (Non-English)	6	Business Proposal	Business Proposal: Season 1	13220000	11
2022-05-22	TV (Non-English)	7	Tomorrow	Tomorrow: Season 1	11990000	2
2022-05-22	TV (Non-English)	8	Our Blues	Our Blues: Season 1	10850000	4
2022-05-22	TV (Non-English)	9	My Liberation Notes	My Liberation Notes: Season 1	9850000	1
2022-05-22	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	9650000	24
2022-05-15	Films (English)	1	Senior Year	N/A	55940000	1
2022-05-15	Films (English)	2	Our Father	N/A	23870000	1
2022-05-15	Films (English)	3	Marmaduke	N/A	15030000	2
2022-05-15	Films (English)	4	Along for the Ride	N/A	13310000	2
2022-05-15	Films (English)	5	Operation Mincemeat	N/A	12620000	1
2022-05-15	Films (English)	6	Sonic the Hedgehog	N/A	12290000	3
2022-05-15	Films (English)	7	365 Days: This Day	N/A	10580000	3
2022-05-15	Films (English)	8	U.S. Marshals	N/A	5520000	2
2022-05-15	Films (English)	9	Den of Thieves	N/A	5420000	1
2022-05-15	Films (English)	10	Men in Black: International	N/A	4650000	2
2022-05-15	Films (Non-English)	1	The Takedown	N/A	32370000	2
2022-05-15	Films (Non-English)	2	The Perfect Family	N/A	21590000	1
2022-05-15	Films (Non-English)	3	Gangubai Kathiawadi	N/A	12190000	3
2022-05-15	Films (Non-English)	4	Honeymoon with My Mother	N/A	6450000	3
2022-05-15	Films (Non-English)	5	Raw (Hindi)	N/A	4790000	1
2022-05-15	Films (Non-English)	6	Thar	N/A	4270000	2
2022-05-15	Films (Non-English)	7	Beast	N/A	4050000	1
2022-05-15	Films (Non-English)	8	The Getaway King	N/A	3240000	1
2022-05-15	Films (Non-English)	9	40 Years Young	N/A	2840000	2
2022-05-15	Films (Non-English)	10	Radhe Shyam (Hindi)	N/A	1900000	2
2022-05-15	TV (English)	1	Ozark	Ozark: Season 4	48620000	10
2022-05-15	TV (English)	2	The Lincoln Lawyer	The Lincoln Lawyer: Season 1	45090000	1
2022-05-15	TV (English)	3	Workin' Moms	Workin' Moms: Season 6	19190000	1
2022-05-15	TV (English)	4	Bridgerton	Bridgerton: Season 2	16020000	8
2022-05-15	TV (English)	5	The Circle	The Circle: Season 4	14120000	1
2022-05-15	TV (English)	6	Grace and Frankie	Grace and Frankie: Season 7	12260000	3
2022-05-15	TV (English)	7	Selling Sunset	Selling Sunset: Season 5	10860000	4
2022-05-15	TV (English)	8	Bling Empire	Bling Empire: Season 2	10750000	1
2022-05-15	TV (English)	9	Savage Beauty	Savage Beauty: Season 1	10630000	1
2022-05-15	TV (English)	10	Anatomy of a Scandal	Anatomy of a Scandal: Limited Series	9670000	5
2022-05-15	TV (Non-English)	1	Welcome to Eden	Welcome to Eden: Season 1	62490000	2
2022-05-15	TV (Non-English)	2	The Marked Heart	The Marked Heart: Season 1	28930000	4
2022-05-15	TV (Non-English)	3	Business Proposal	Business Proposal: Season 1	20160000	10
2022-05-15	TV (Non-English)	4	The Sound of Magic	The Sound of Magic: Season 1	16930000	2
2022-05-15	TV (Non-English)	5	Clark	Clark: Limited Series	10480000	1
2022-05-15	TV (Non-English)	6	Our Blues	Our Blues: Season 1	10050000	3
2022-05-15	TV (Non-English)	7	42 Days of Darkness	42 Days of Darkness: Season 1	9920000	1
2022-05-15	TV (Non-English)	8	Pedro el escamoso	Pedro el escamoso: Season 1	9820000	4
2022-05-15	TV (Non-English)	9	Tomorrow	Tomorrow: Season 1	9690000	1
2022-05-15	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	9440000	23
2022-05-08	Films (English)	1	365 Days: This Day	N/A	27530000	2
2022-05-08	Films (English)	2	Sonic the Hedgehog	N/A	17150000	2
2022-05-08	Films (English)	3	Silverton Siege	N/A	11150000	2
2022-05-08	Films (English)	4	Along for the Ride	N/A	10840000	1
2022-05-08	Films (English)	5	The Gentlemen	N/A	8610000	1
2022-05-08	Films (English)	6	U.S. Marshals	N/A	8080000	1
2022-05-08	Films (English)	7	The Mystery of Marilyn Monroe: The Unheard Tapes	N/A	7590000	2
2022-05-08	Films (English)	8	Men in Black: International	N/A	7370000	1
2022-05-08	Films (English)	9	Marmaduke	N/A	7010000	1
2022-05-08	Films (English)	10	365 Days	N/A	6290000	2
2022-05-08	Films (Non-English)	1	The Takedown	N/A	27090000	1
2022-05-08	Films (Non-English)	2	Honeymoon with My Mother	N/A	23240000	2
2022-05-08	Films (Non-English)	3	Gangubai Kathiawadi	N/A	8320000	2
2022-05-08	Films (Non-English)	4	40 Years Young	N/A	6960000	1
2022-05-08	Films (Non-English)	5	Rumspringa - An Amish in Berlin	N/A	6170000	1
2022-05-08	Films (Non-English)	6	Bubble	N/A	4380000	2
2022-05-08	Films (Non-English)	7	Radhe Shyam (Hindi)	N/A	3650000	1
2022-05-08	Films (Non-English)	8	I Swear It Wasn't Me	N/A	3650000	2
2022-05-08	Films (Non-English)	9	Thar	N/A	3610000	1
2022-05-08	Films (Non-English)	10	Brother in Love 2	N/A	2050000	1
2022-05-08	TV (English)	1	Ozark	Ozark: Season 4	102120000	9
2022-05-08	TV (English)	2	Grace and Frankie	Grace and Frankie: Season 7	23180000	2
2022-05-08	TV (English)	3	Bridgerton	Bridgerton: Season 2	21240000	7
2022-05-08	TV (English)	4	Selling Sunset	Selling Sunset: Season 5	17410000	3
2022-05-08	TV (English)	5	Anatomy of a Scandal	Anatomy of a Scandal: Limited Series	15340000	4
2022-05-08	TV (English)	6	Heartstopper	Heartstopper: Season 1	14970000	3
2022-05-08	TV (English)	7	Ozark	Ozark: Season 1	13640000	4
2022-05-08	TV (English)	8	Bullsh*t The Gameshow	Bullsh*t The Gameshow: Season 1	11850000	1
2022-05-08	TV (English)	9	Blood Sisters	Blood Sisters: Limited Series	11070000	1
2022-05-08	TV (English)	10	Meltdown: Three Mile Island	Meltdown: Three Mile Island: Limited Series	10850000	1
2022-05-08	TV (Non-English)	1	The Marked Heart	The Marked Heart: Season 1	48550000	3
2022-05-08	TV (Non-English)	2	Welcome to Eden	Welcome to Eden: Season 1	25820000	1
2022-05-08	TV (Non-English)	3	Business Proposal	Business Proposal: Season 1	19100000	9
2022-05-08	TV (Non-English)	4	El marginal	El marginal: Season 5	13260000	1
2022-05-08	TV (Non-English)	5	The 7 Lives of Lea	The 7 Lives of Lea: Limited Series	12280000	2
2022-05-08	TV (Non-English)	6	Our Blues	Our Blues: Season 1	10370000	2
2022-05-08	TV (Non-English)	7	Pedro el escamoso	Pedro el escamoso: Season 1	10080000	3
2022-05-08	TV (Non-English)	8	The Sound of Magic	The Sound of Magic: Season 1	9640000	1
2022-05-08	TV (Non-English)	9	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	9530000	22
2022-05-08	TV (Non-English)	10	Elite	Elite: Season 5	9490000	5
2022-05-01	Films (English)	1	365 Days: This Day	N/A	77980000	1
2022-05-01	Films (English)	2	Silverton Siege	N/A	20280000	1
2022-05-01	Films (English)	3	The Mystery of Marilyn Monroe: The Unheard Tapes	N/A	15360000	1
2022-05-01	Films (English)	4	365 Days	N/A	10040000	1
2022-05-01	Films (English)	5	The Vault	N/A	6660000	3
