week	category	weekly_rank	show_title	season_title	weekly_hours_viewed	cumulative_weeks_in_top_10
2021-12-19	Films (Non-English)	2	The Hand of God	N/A	7710000	1
2021-12-19	Films (Non-English)	3	Two	N/A	6000000	2
2021-12-19	Films (Non-English)	4	The Whole Truth	N/A	4640000	3
2021-12-19	Films (Non-English)	5	Sooryavanshi	N/A	4000000	3
2021-12-19	Films (Non-English)	6	Bordertown: Mural Murders	N/A	3540000	3
2021-12-19	Films (Non-English)	7	David and the Elves	N/A	3360000	2
2021-12-19	Films (Non-English)	8	Spoiled Brats	N/A	3350000	4
2021-12-19	Films (Non-English)	9	Escape From Mogadishu	N/A	3260000	1
2021-12-19	Films (Non-English)	10	Green Snake	N/A	2970000	3
2021-12-19	TV (English)	1	The Witcher	The Witcher: Season 2	142430000	1
2021-12-19	TV (English)	2	The Witcher	The Witcher: Season 1	49180000	2
2021-12-19	TV (English)	3	Titans	Titans: Season 3	23810000	2
2021-12-19	TV (English)	4	Lost in Space	Lost in Space: Season 3	19010000	3
2021-12-19	TV (English)	5	Selling Tampa	Selling Tampa: Season 1	14230000	1
2021-12-19	TV (English)	6	Lost in Space	Lost in Space: Season 1	11960000	3
2021-12-19	TV (English)	7	Maid	Maid: Limited Series	10620000	12
2021-12-19	TV (English)	8	Titans	Titans: Season 1	10340000	1
2021-12-19	TV (English)	9	Arcane	Arcane: Season 1	10010000	6
2021-12-19	TV (English)	10	CoComelon	CoComelon: Season 4	10000000	4
2021-12-19	TV (Non-English)	1	Money Heist	Money Heist: Part 5	55010000	9
2021-12-19	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	39980000	5
2021-12-19	TV (Non-English)	3	The King's Affection	The King's Affection: Season 1	18120000	9
2021-12-19	TV (Non-English)	4	Squid Game	Squid Game: Season 1	15430000	14
2021-12-19	TV (Non-English)	5	The Queen of Flow	The Queen of Flow: Season 1	12970000	5
2021-12-19	TV (Non-English)	6	Money Heist	Money Heist: Part 1	12590000	7
2021-12-19	TV (Non-English)	7	Carinha de Anjo	Carinha de Anjo: Season 1	11290000	11
2021-12-19	TV (Non-English)	8	Aranyak	Aranyak: Season 1	10360000	1
2021-12-19	TV (Non-English)	9	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	8010000	8
2021-12-19	TV (Non-English)	10	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	7520000	16
2021-12-12	Films (English)	1	The Unforgivable	N/A	85860000	1
2021-12-12	Films (English)	2	Red Notice	N/A	18010000	5
2021-12-12	Films (English)	3	Back to the Outback	N/A	16170000	1
2021-12-12	Films (English)	4	The Power of the Dog	N/A	13280000	2
2021-12-12	Films (English)	5	Single All The Way	N/A	11140000	2
2021-12-12	Films (English)	6	A Boy Called Christmas	N/A	10750000	3
2021-12-12	Films (English)	7	A Castle For Christmas	N/A	10050000	3
2021-12-12	Films (English)	8	Redemption Day	N/A	9790000	1
2021-12-12	Films (English)	9	Bruised	N/A	8970000	3
2021-12-12	Films (English)	10	The Christmas Chronicles	N/A	8510000	2
2021-12-12	Films (Non-English)	1	The Whole Truth	N/A	10540000	2
2021-12-12	Films (Non-English)	2	Spoiled Brats	N/A	9820000	3
2021-12-12	Films (Non-English)	3	David and the Elves	N/A	9110000	1
2021-12-12	Films (Non-English)	4	Anonymously Yours	N/A	8970000	1
2021-12-12	Films (Non-English)	5	Sooryavanshi	N/A	8840000	2
2021-12-12	Films (Non-English)	6	Green Snake	N/A	6920000	2
2021-12-12	Films (Non-English)	7	More the Merrier	N/A	6010000	2
2021-12-12	Films (Non-English)	8	Bordertown: Mural Murders	N/A	5560000	2
2021-12-12	Films (Non-English)	9	Two	N/A	5020000	1
2021-12-12	Films (Non-English)	10	The Claus Family	N/A	2610000	6
2021-12-12	TV (English)	1	Lost in Space	Lost in Space: Season 3	35820000	2
2021-12-12	TV (English)	2	Titans	Titans: Season 3	26000000	1
2021-12-12	TV (English)	3	Lost in Space	Lost in Space: Season 1	23200000	2
2021-12-12	TV (English)	4	Jurassic World Camp Cretaceous	Jurassic World Camp Cretaceous: Season 4	17420000	2
2021-12-12	TV (English)	5	Lost in Space	Lost in Space: Season 2	15240000	1
2021-12-12	TV (English)	6	The Witcher	The Witcher: Season 1	14180000	1
2021-12-12	TV (English)	7	Arcane	Arcane: Season 1	13470000	5
2021-12-12	TV (English)	8	Maid	Maid: Limited Series	12540000	11
2021-12-12	TV (English)	9	True Story	True Story: Limited Series	12160000	3
2021-12-12	TV (English)	10	Selling Sunset	Selling Sunset: Season 4	11100000	3
2021-12-12	TV (Non-English)	1	Money Heist	Money Heist: Part 5	147950000	8
2021-12-12	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	49990000	4
2021-12-12	TV (Non-English)	3	Money Heist	Money Heist: Part 1	19870000	6
2021-12-12	TV (Non-English)	4	Squid Game	Squid Game: Season 1	18170000	13
2021-12-12	TV (Non-English)	5	The King's Affection	The King's Affection: Season 1	16650000	8
2021-12-12	TV (Non-English)	6	The Queen of Flow	The Queen of Flow: Season 1	14520000	4
2021-12-12	TV (Non-English)	7	Carinha de Anjo	Carinha de Anjo: Season 1	11230000	10
2021-12-12	TV (Non-English)	8	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	9680000	15
2021-12-12	TV (Non-English)	9	Hellbound	Hellbound: Season 1	9470000	4
2021-12-12	TV (Non-English)	10	Money Heist	Money Heist: Part 2	8170000	3
2021-12-05	Films (English)	1	The Power of the Dog	N/A	27200000	1
2021-12-05	Films (English)	2	A Castle For Christmas	N/A	25550000	2
2021-12-05	Films (English)	3	Red Notice	N/A	25400000	4
2021-12-05	Films (English)	4	Bruised	N/A	23370000	2
2021-12-05	Films (English)	5	A Boy Called Christmas	N/A	19360000	2
2021-12-05	Films (English)	6	Single All The Way	N/A	13820000	1
2021-12-05	Films (English)	7	14 Peaks: Nothing Is Impossible	N/A	12170000	1
2021-12-05	Films (English)	8	The Christmas Chronicles	N/A	7940000	1
2021-12-05	Films (English)	9	The Christmas Chronicles: Part Two	N/A	7790000	1
2021-12-05	Films (English)	10	Love Hard	N/A	7240000	5
2021-12-05	Films (Non-English)	1	Spoiled Brats	N/A	26730000	2
2021-12-05	Films (Non-English)	2	The Whole Truth	N/A	11950000	1
2021-12-05	Films (Non-English)	3	Green Snake	N/A	10650000	1
2021-12-05	Films (Non-English)	4	More the Merrier	N/A	10320000	1
2021-12-05	Films (Non-English)	5	Sooryavanshi	N/A	7110000	1
2021-12-05	Films (Non-English)	6	Outlaws	N/A	3200000	2
2021-12-05	Films (Non-English)	7	The Claus Family	N/A	2870000	5
2021-12-05	Films (Non-English)	8	Just Short of Perfect	N/A	2460000	3
2021-12-05	Films (Non-English)	9	Dhamaka	N/A	2350000	3
2021-12-05	Films (Non-English)	10	Bordertown: Mural Murders	N/A	2100000	1
2021-12-05	TV (English)	1	Lost in Space	Lost in Space: Season 3	47380000	1
2021-12-05	TV (English)	2	True Story	True Story: Limited Series	29810000	2
2021-12-05	TV (English)	3	Selling Sunset	Selling Sunset: Season 4	23660000	2
2021-12-05	TV (English)	4	Lost in Space	Lost in Space: Season 1	20920000	1
2021-12-05	TV (English)	5	Arcane	Arcane: Season 1	18180000	4
2021-12-05	TV (English)	6	School of Chocolate	School of Chocolate: Season 1	17090000	1
2021-12-05	TV (English)	7	Jurassic World Camp Cretaceous	Jurassic World Camp Cretaceous: Season 4	16900000	1
2021-12-05	TV (English)	8	Maid	Maid: Limited Series	15800000	10
2021-12-05	TV (English)	9	Cowboy Bebop	Cowboy Bebop: Season 1	15260000	3
2021-12-05	TV (English)	10	You	You: Season 3	12490000	8
2021-12-05	TV (Non-English)	1	Money Heist	Money Heist: Part 5	189920000	7
2021-12-05	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	59460000	3
2021-12-05	TV (Non-English)	3	Hellbound	Hellbound: Season 1	22380000	3
2021-12-05	TV (Non-English)	4	Squid Game	Squid Game: Season 1	21200000	12
2021-12-05	TV (Non-English)	5	Elves	Elves: Season 1	17940000	2
2021-12-05	TV (Non-English)	6	The King's Affection	The King's Affection: Season 1	16360000	7
2021-12-05	TV (Non-English)	7	The Queen of Flow	The Queen of Flow: Season 1	14960000	3
2021-12-05	TV (Non-English)	8	JoJo's Bizarre Adventure	JoJo's Bizarre Adventure: STONE OCEAN	13980000	1
2021-12-05	TV (Non-English)	9	Carinha de Anjo	Carinha de Anjo: Season 1	11720000	9
2021-12-05	TV (Non-English)	10	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	11560000	14
2021-11-28	Films (English)	1	Red Notice	N/A	50650000	3
2021-11-28	Films (English)	2	Bruised	N/A	47700000	1
2021-11-28	Films (English)	3	A Boy Called Christmas	N/A	26820000	1
2021-11-28	Films (English)	4	A Castle For Christmas	N/A	20870000	1
2021-11-28	Films (English)	5	The Princess Switch 3: Romancing the Star	N/A	16250000	2
2021-11-28	Films (English)	6	The Croods	N/A	15860000	2
2021-11-28	Films (English)	7	Jack Reacher: Never Go Back	N/A	14670000	1
2021-11-28	Films (English)	8	Extinct	N/A	13320000	1
2021-11-28	Films (English)	9	Central Intelligence	N/A	10520000	2
2021-11-28	Films (English)	10	Love Hard	N/A	9780000	4
2021-11-28	Films (Non-English)	1	Spoiled Brats	N/A	15830000	1
2021-11-28	Films (Non-English)	2	Outlaws	N/A	8730000	1
2021-11-28	Films (Non-English)	3	Just Short of Perfect	N/A	8210000	2
2021-11-28	Films (Non-English)	4	Love Me Instead	N/A	5880000	2
2021-11-28	Films (Non-English)	5	Dhamaka	N/A	4820000	2
2021-11-28	Films (Non-English)	6	Earwig and the Witch	N/A	3720000	2
2021-11-28	Films (Non-English)	7	Prayers for the Stolen	N/A	2780000	2
2021-11-28	Films (Non-English)	8	Yara	N/A	2640000	4
2021-11-28	Films (Non-English)	9	The Claus Family	N/A	2500000	4
2021-11-28	Films (Non-English)	10	Sinkhole	N/A	2260000	1
2021-11-28	TV (English)	1	True Story	True Story: Limited Series	48850000	1
2021-11-28	TV (English)	2	Cowboy Bebop	Cowboy Bebop: Season 1	36950000	2
2021-11-28	TV (English)	3	Selling Sunset	Selling Sunset: Season 4	33080000	1
2021-11-28	TV (English)	4	Arcane	Arcane: Season 1	29660000	3
2021-11-28	TV (English)	5	Maid	Maid: Limited Series	20490000	9
2021-11-28	TV (English)	6	Narcos: Mexico	Narcos: Mexico: Season 3	17430000	4
2021-11-28	TV (English)	7	You	You: Season 3	17070000	7
2021-11-28	TV (English)	8	Tiger King	Tiger King 2	16430000	2
2021-11-28	TV (English)	9	CoComelon	CoComelon: Season 4	11050000	3
2021-11-28	TV (English)	10	Dynasty	Dynasty: Season 4	10560000	6
2021-11-28	TV (Non-English)	1	The Queen of Flow	The Queen of Flow: Season 2	69030000	2
2021-11-28	TV (Non-English)	2	Hellbound	Hellbound: Season 1	67520000	2
2021-11-28	TV (Non-English)	3	Squid Game	Squid Game: Season 1	25730000	11
2021-11-28	TV (Non-English)	4	The King's Affection	The King's Affection: Season 1	15920000	6
2021-11-28	TV (Non-English)	5	The Queen of Flow	The Queen of Flow: Season 1	14460000	2
2021-11-28	TV (Non-English)	6	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	13310000	13
2021-11-28	TV (Non-English)	7	Carinha de Anjo	Carinha de Anjo: Season 1	12410000	8
2021-11-28	TV (Non-English)	8	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	8130000	7
2021-11-28	TV (Non-English)	9	EDENS ZERO	EDENS ZERO: Season 1	7470000	1
2021-11-28	TV (Non-English)	10	Elves	Elves: Season 1	6660000	1
2021-11-21	Films (English)	1	Red Notice	N/A	129110000	2
2021-11-21	Films (English)	2	The Princess Switch 3: Romancing the Star	N/A	24770000	1
2021-11-21	Films (English)	3	Love Hard	N/A	21240000	3
2021-11-21	Films (English)	4	Central Intelligence	N/A	14910000	1
2021-11-21	Films (English)	5	The Harder They Fall	N/A	13770000	3
2021-11-21	Films (English)	6	The Croods	N/A	13440000	1
2021-11-21	Films (English)	7	Army of Thieves	N/A	12260000	4
2021-11-21	Films (English)	8	Trolls	N/A	10120000	1
2021-11-21	Films (English)	9	6 Underground	N/A	7770000	1
2021-11-21	Films (English)	10	Goosebumps 2: Haunted Halloween	N/A	7680000	1
2021-11-21	Films (Non-English)	1	Just Short of Perfect	N/A	9630000	1
2021-11-21	Films (Non-English)	2	7 Prisoners	N/A	9570000	2
2021-11-21	Films (Non-English)	3	Yara	N/A	5660000	3
2021-11-21	Films (Non-English)	4	Prayers for the Stolen	N/A	4700000	1
2021-11-21	Films (Non-English)	5	Dhamaka	N/A	4200000	1
2021-11-21	Films (Non-English)	6	Love Me Instead	N/A	3000000	1
2021-11-21	Films (Non-English)	7	The Claus Family	N/A	2420000	3
2021-11-21	Films (Non-English)	8	Earwig and the Witch	N/A	2100000	1
2021-11-21	Films (Non-English)	9	The Forgotten Battle	N/A	1940000	6
2021-11-21	Films (Non-English)	10	Meenakshi Sundareshwar	N/A	1900000	3
2021-11-21	TV (English)	1	Arcane	Arcane: Season 1	38420000	2
2021-11-21	TV (English)	2	Tiger King	Tiger King 2	30030000	1
2021-11-21	TV (English)	3	Narcos: Mexico	Narcos: Mexico: Season 3	27540000	3
2021-11-21	TV (English)	4	Maid	Maid: Limited Series	23920000	8
2021-11-21	TV (English)	5	You	You: Season 3	23460000	6
2021-11-21	TV (English)	6	Cowboy Bebop	Cowboy Bebop: Season 1	21630000	1
2021-11-21	TV (English)	7	Dynasty	Dynasty: Season 4	15060000	5
2021-11-21	TV (English)	8	Locke & Key	Locke & Key: Season 2	12340000	5
2021-11-21	TV (English)	9	You	You: Season 2	11670000	5
2021-11-21	TV (English)	10	Big Mouth	Big Mouth: Season 5	11410000	3
2021-11-21	TV (Non-English)	1	Hellbound	Hellbound: Season 1	43480000	1
2021-11-21	TV (Non-English)	2	The Queen of Flow	The Queen of Flow: Season 2	38640000	1
2021-11-21	TV (Non-English)	3	Squid Game	Squid Game: Season 1	30410000	10
2021-11-21	TV (Non-English)	4	The King's Affection	The King's Affection: Season 1	15640000	5
2021-11-21	TV (Non-English)	5	Carinha de Anjo	Carinha de Anjo: Season 1	13180000	7
2021-11-21	TV (Non-English)	6	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	13150000	12
2021-11-21	TV (Non-English)	7	Christmas Flow	Christmas Flow: Season 1	9720000	1
2021-11-21	TV (Non-English)	8	The Queen of Flow	The Queen of Flow: Season 1	8810000	1
2021-11-21	TV (Non-English)	9	Love Never Lies	Love Never Lies: Season 1	8370000	1
2021-11-21	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	7800000	6
2021-11-14	Films (English)	1	Red Notice	N/A	148720000	1
2021-11-14	Films (English)	2	Love Hard	N/A	58560000	2
2021-11-14	Films (English)	3	The Harder They Fall	N/A	33060000	2
2021-11-14	Films (English)	4	Army of Thieves	N/A	20560000	3
2021-11-14	Films (English)	5	Father Christmas Is Back	N/A	13780000	1
2021-11-14	Films (English)	6	211	N/A	7900000	1
2021-11-14	Films (English)	7	Army of the Dead	N/A	7620000	3
2021-11-14	Films (English)	8	Passing	N/A	7490000	1
2021-11-14	Films (English)	9	Transformers: The Last Knight	N/A	6920000	2
2021-11-14	Films (English)	10	Jumanji: The Next Level	N/A	6760000	1
2021-11-14	Films (Non-English)	1	Yara	N/A	17950000	2
2021-11-14	Films (Non-English)	2	7 Prisoners	N/A	9690000	1
2021-11-14	Films (Non-English)	3	The Claus Family	N/A	4440000	2
2021-11-14	Films (Non-English)	4	Meenakshi Sundareshwar	N/A	4410000	2
2021-11-14	Films (Non-English)	5	The Forgotten Battle	N/A	2630000	5
2021-11-14	Films (Non-English)	6	Stuck Together	N/A	2610000	4
2021-11-14	Films (Non-English)	7	Lords of Scam	N/A	2120000	1
2021-11-14	Films (Non-English)	8	Fierce	N/A	1800000	1
2021-11-14	Films (Non-English)	9	Der Fall Collini	N/A	1590000	2
2021-11-14	Films (Non-English)	10	Doctor (Tamil)	N/A	1430000	2
2021-11-14	TV (English)	1	Narcos: Mexico	Narcos: Mexico: Season 3	50290000	2
2021-11-14	TV (English)	2	Arcane	Arcane: Season 1	34170000	1
2021-11-14	TV (English)	3	You	You: Season 3	33720000	5
2021-11-14	TV (English)	4	Maid	Maid: Limited Series	29480000	7
2021-11-14	TV (English)	5	Big Mouth	Big Mouth: Season 5	25390000	2
2021-11-14	TV (English)	6	Dynasty	Dynasty: Season 4	21020000	4
2021-11-14	TV (English)	7	Locke & Key	Locke & Key: Season 2	18770000	4
2021-11-14	TV (English)	8	Narcos: Mexico	Narcos: Mexico: Season 1	15570000	1
2021-11-14	TV (English)	9	You	You: Season 2	15520000	4
2021-11-14	TV (English)	10	You	You: Season 1	14570000	5
2021-11-14	TV (Non-English)	1	Squid Game	Squid Game: Season 1	42790000	9
2021-11-14	TV (Non-English)	2	The King's Affection	The King's Affection: Season 1	14120000	4
2021-11-14	TV (Non-English)	3	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	13820000	11
2021-11-14	TV (Non-English)	4	Carinha de Anjo	Carinha de Anjo: Season 1	13660000	6
2021-11-14	TV (Non-English)	5	My Name	My Name: Season 1	10820000	5
2021-11-14	TV (Non-English)	6	Where is Marta?	Where is Marta?: Limited Series	8640000	1
2021-11-14	TV (Non-English)	7	The Five Juanas	The Five Juanas: Season 1	8490000	6
2021-11-14	TV (Non-English)	8	The Club	The Club: Part 1	7860000	1
2021-11-14	TV (Non-English)	9	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	7650000	5
2021-11-14	TV (Non-English)	10	Demon Slayer: Kimetsu no Yaiba	Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc	6060000	2
2021-11-07	Films (English)	1	Army of Thieves	N/A	71610000	2
2021-11-07	Films (English)	2	The Harder They Fall	N/A	64760000	1
2021-11-07	Films (English)	3	Love Hard	N/A	40530000	1
2021-11-07	Films (English)	4	Army of the Dead	N/A	16910000	2
2021-11-07	Films (English)	5	Transformers: The Last Knight	N/A	13180000	1
2021-11-07	Films (English)	6	21 Jump Street	N/A	11690000	1
2021-11-07	Films (English)	7	Hypnotic	N/A	11140000	2
2021-11-07	Films (English)	8	The Girl in the Spider's Web	N/A	6580000	1
2021-11-07	Films (English)	9	Amina	N/A	6110000	1
2021-11-07	Films (English)	10	Just Go With It	N/A	5740000	1
2021-11-07	Films (Non-English)	1	Yara	N/A	11610000	1
2021-11-07	Films (Non-English)	2	The Claus Family	N/A	6760000	1
2021-11-07	Films (Non-English)	3	Stuck Together	N/A	5780000	3
2021-11-07	Films (Non-English)	4	The Forgotten Battle	N/A	3860000	4
2021-11-07	Films (Non-English)	5	Der Fall Collini	N/A	3230000	1
2021-11-07	Films (Non-English)	6	Meenakshi Sundareshwar	N/A	2820000	1
2021-11-07	Films (Non-English)	7	Nobody Sleeps in the Woods Tonight 2	N/A	2660000	2
2021-11-07	Films (Non-English)	8	Monk Comes Down the Mountain	N/A	1590000	1
2021-11-07	Films (Non-English)	9	The Trip	N/A	1540000	4
2021-11-07	Films (Non-English)	10	Doctor (Tamil)	N/A	1530000	1
2021-11-07	TV (English)	1	You	You: Season 3	52590000	4
2021-11-07	TV (English)	2	Maid	Maid: Limited Series	41290000	6
2021-11-07	TV (English)	3	Locke & Key	Locke & Key: Season 2	32250000	3
2021-11-07	TV (English)	4	Dynasty	Dynasty: Season 4	32050000	3
2021-11-07	TV (English)	5	Narcos: Mexico	Narcos: Mexico: Season 3	28150000	1
2021-11-07	TV (English)	6	You	You: Season 2	21660000	3
2021-11-07	TV (English)	7	Maya and the Three	Maya and the Three: Limited Series	21470000	2
2021-11-07	TV (English)	8	You	You: Season 1	20910000	4
2021-11-07	TV (English)	9	Big Mouth	Big Mouth: Season 5	19570000	1
2021-11-07	TV (English)	10	Locke & Key	Locke & Key: Season 1	15950000	3
2021-11-07	TV (Non-English)	1	Squid Game	Squid Game: Season 1	65000000	8
2021-11-07	TV (Non-English)	2	My Name	My Name: Season 1	18430000	4
2021-11-07	TV (Non-English)	3	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	16010000	10
2021-11-07	TV (Non-English)	4	Carinha de Anjo	Carinha de Anjo: Season 1	14090000	5
2021-11-07	TV (Non-English)	5	The Five Juanas	The Five Juanas: Season 1	13000000	5
2021-11-07	TV (Non-English)	6	The King's Affection	The King's Affection: Season 1	11990000	3
2021-11-07	TV (Non-English)	7	Sintonia	Sintonia: Season 2	11010000	2
2021-11-07	TV (Non-English)	8	Luis Miguel - The Series	Luis Miguel - The Series: Season 3	9720000	2
2021-11-07	TV (Non-English)	9	Demon Slayer: Kimetsu no Yaiba	Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc	7940000	1
2021-11-07	TV (Non-English)	10	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	7710000	4
2021-10-31	Films (English)	1	Army of Thieves	N/A	49640000	1
2021-10-31	Films (English)	2	Hypnotic	N/A	24620000	1
2021-10-31	Films (English)	3	Night Teeth	N/A	17010000	2
2021-10-31	Films (English)	4	Final Score	N/A	9840000	1
2021-10-31	Films (English)	5	King Arthur: Legend of the Sword	N/A	9150000	1
2021-10-31	Films (English)	6	Only Mine	N/A	6670000	1
2021-10-31	Films (English)	7	Army of the Dead	N/A	5780000	1
2021-10-31	Films (English)	8	Bloodshot	N/A	5600000	1
2021-10-31	Films (English)	9	A Dog's Journey	N/A	5350000	2
2021-10-31	Films (English)	10	Venom	N/A	4190000	4
2021-10-31	Films (Non-English)	1	Stuck Together	N/A	12000000	2
2021-10-31	Films (Non-English)	2	The Forgotten Battle	N/A	8410000	3
2021-10-31	Films (Non-English)	3	Nobody Sleeps in the Woods Tonight 2	N/A	6560000	1
2021-10-31	Films (Non-English)	4	In for a Murder	N/A	4790000	2
2021-10-31	Films (Non-English)	5	The Trip	N/A	3310000	3
2021-10-31	Films (Non-English)	6	Nobody Sleeps in the Woods Tonight	N/A	1900000	1
2021-10-31	Films (Non-English)	7	Friendzone	N/A	1410000	5
2021-10-31	Films (Non-English)	8	The Four of Us	N/A	1190000	2
2021-10-31	Films (Non-English)	9	Budapest	N/A	1170000	1
2021-10-31	Films (Non-English)	10	Grudge	N/A	1110000	4
2021-10-31	TV (English)	1	You	You: Season 3	82790000	3
2021-10-31	TV (English)	2	Maid	Maid: Limited Series	56700000	5
2021-10-31	TV (English)	3	Locke & Key	Locke & Key: Season 2	56490000	2
2021-10-31	TV (English)	4	Dynasty	Dynasty: Season 4	47820000	2
2021-10-31	TV (English)	5	Maya and the Three	Maya and the Three: Limited Series	34000000	1
2021-10-31	TV (English)	6	You	You: Season 1	29880000	3
2021-10-31	TV (English)	7	You	You: Season 2	28050000	2
2021-10-31	TV (English)	8	Locke & Key	Locke & Key: Season 1	24590000	2
2021-10-31	TV (English)	9	Inside Job	Inside Job: Part 1	21240000	1
2021-10-31	TV (English)	10	CoComelon	CoComelon: Season 4	13710000	2
2021-10-31	TV (Non-English)	1	Squid Game	Squid Game: Season 1	90100000	7
2021-10-31	TV (Non-English)	2	My Name	My Name: Season 1	38580000	3
2021-10-31	TV (Non-English)	3	Sintonia	Sintonia: Season 2	25890000	1
2021-10-31	TV (Non-English)	4	The Five Juanas	The Five Juanas: Season 1	19410000	4
2021-10-31	TV (Non-English)	5	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	18290000	9
2021-10-31	TV (Non-English)	6	Carinha de Anjo	Carinha de Anjo: Season 1	14070000	4
2021-10-31	TV (Non-English)	7	Luis Miguel - The Series	Luis Miguel - The Series: Season 3	9990000	1
2021-10-31	TV (Non-English)	8	The King's Affection	The King's Affection: Season 1	9740000	2
2021-10-31	TV (Non-English)	9	Love Is Blind: Brazil	Love Is Blind: Brazil: Season 1	9130000	3
2021-10-31	TV (Non-English)	10	The Chestnut Man	The Chestnut Man: Season 1	8910000	5
2021-10-24	Films (English)	1	Night Teeth	N/A	31870000	1
2021-10-24	Films (English)	2	Venom	N/A	7900000	3
2021-10-24	Films (English)	3	What Happens in Vegas	N/A	7380000	1
2021-10-24	Films (English)	4	A Dog's Journey	N/A	5780000	1
2021-10-24	Films (English)	5	My Little Pony: A New Generation	N/A	5570000	5
2021-10-24	Films (English)	6	Unfaithful	N/A	5350000	1
2021-10-24	Films (English)	7	Going in Style	N/A	4520000	2
2021-10-24	Films (English)	8	The Guilty	N/A	4400000	4
2021-10-24	Films (English)	9	Street Kings	N/A	3440000	1
2021-10-24	Films (English)	10	Hotel Transylvania 3: Summer Vacation	N/A	3430000	4
2021-10-24	Films (Non-English)	1	The Forgotten Battle	N/A	25800000	2
2021-10-24	Films (Non-English)	2	The Trip	N/A	11550000	2
2021-10-24	Films (Non-English)	3	Stuck Together	N/A	9000000	1
2021-10-24	Films (Non-English)	4	In for a Murder	N/A	6520000	1
2021-10-24	Films (Non-English)	5	The Four of Us	N/A	4140000	1
2021-10-24	Films (Non-English)	6	My Brother, My Sister	N/A	2680000	3
2021-10-24	Films (Non-English)	7	Grudge	N/A	2240000	3
2021-10-24	Films (Non-English)	8	Friendzone	N/A	1910000	4
2021-10-24	Films (Non-English)	9	Confessions of an Invisible Girl	N/A	1400000	5
2021-10-24	Films (Non-English)	10	Beauty and the Beast	N/A	1150000	4
2021-10-24	TV (English)	1	You	You: Season 3	179000000	2
2021-10-24	TV (English)	2	Maid	Maid: Limited Series	79040000	4
2021-10-24	TV (English)	3	You	You: Season 1	44810000	2
2021-10-24	TV (English)	4	Locke & Key	Locke & Key: Season 2	35530000	1
2021-10-24	TV (English)	5	You	You: Season 2	33120000	1
2021-10-24	TV (English)	6	Dynasty	Dynasty: Season 4	19970000	1
2021-10-24	TV (English)	7	Sex Education	Sex Education: Season 3	18380000	6
2021-10-24	TV (English)	8	CoComelon	CoComelon: Season 4	15930000	1
2021-10-24	TV (English)	9	Another Life	Another Life: Season 2	15760000	1
2021-10-24	TV (English)	10	Locke & Key	Locke & Key: Season 1	15710000	1
2021-10-24	TV (Non-English)	1	Squid Game	Squid Game: Season 1	147560000	6
2021-10-24	TV (Non-English)	2	My Name	My Name: Season 1	84530000	2
2021-10-24	TV (Non-English)	3	The Five Juanas	The Five Juanas: Season 1	34600000	3
2021-10-24	TV (Non-English)	4	Hometown Cha-Cha-Cha	Hometown Cha-Cha-Cha: Season 1	31840000	8
2021-10-24	TV (Non-English)	5	Love Is Blind: Brazil	Love Is Blind: Brazil: Season 1	16290000	2
2021-10-24	TV (Non-English)	6	Carinha de Anjo	Carinha de Anjo: Season 1	13930000	3
2021-10-24	TV (Non-English)	7	The Chestnut Man	The Chestnut Man: Season 1	12900000	4
2021-10-24	TV (Non-English)	8	Alice in Borderland	Alice in Borderland: Season 1	8700000	5
2021-10-24	TV (Non-English)	9	Yo soy Betty, la fea	Yo soy Betty, la fea: Season 1	7710000	3
2021-10-24	TV (Non-English)	10	The King's Affection	The King's Affection: Season 1	6950000	1
2021-10-17	Films (English)	1	Venom	N/A	20410000	2
2021-10-17	Films (English)	2	The Guilty	N/A	12590000	3
2021-10-17	Films (English)	3	Security	N/A	9470000	2
2021-10-17	Films (English)	4	My Little Pony: A New Generation	N/A	8220000	4
2021-10-17	Films (English)	5	There's Someone Inside Your House	N/A	7380000	2
2021-10-17	Films (English)	6	Pokémon the Movie: Secrets of the Jungle	N/A	7300000	2
2021-10-17	Films (English)	7	Redemption	N/A	5800000	1
2021-10-17	Films (English)	8	Titanic	N/A	5000000	2
2021-10-17	Films (English)	9	Going in Style	N/A	4950000	1
